(0,8):0.00767647058824
(0,44):-0.0487121017255
(0,45):0.0176365252295
(0,75):0.0027692960098
(0,83):-0.0073304894377
(0,91):-0.00187296380573
(0,99):0.00337133485032
(1,39):0.207602346996
(1,45):-1.3236919326
(2,52):2.78823529412
(2,56):-2.24117647059
(3,37):-0.131340260345
(3,43):3.08861450939
(3,51):-2.78823529412
(3,55):2.24117647059
(4,42):-1.18629912569
(4,48):-2.1918288608
(5,50):2.42647058824
(6,40):0.750515773397
(6,46):3.57019546399
(6,49):-2.42647058824
(7,39):-0.833435661265
(7,45):-1.03801173498
(9,37):-0.0163418757111
(9,43):0.656701301723
(10,42):-0.0451923476454
(10,48):-1.20786820071
(11,50):-0.432352941176
(12,40):-0.384134954986
(12,46):0.764161514732
(12,49):0.432352941176
(13,42):1.10294117647
(13,48):-4.50882352941
(13,60):5.99117647059
(13,64):-6.39705882353
(14,41):-1.10294117647
(14,47):4.50882352941
(14,59):-5.99117647059
(14,63):6.39705882353
(15,39):0.0352941176471
(15,58):5.15294117647
(16,38):-0.0352941176471
(16,57):-5.15294117647
(19,39):0.829411764706
(19,58):-2.20588235294
(20,38):-0.829411764706
(20,57):2.20588235294
(21,52):0.494117647059
(21,56):-4.85294117647
(21,68):10.1470588235
(21,72):-11.5058823529
(22,51):-0.494117647059
(22,55):4.85294117647
(22,67):-10.1470588235
(22,71):11.5058823529
(23,50):-1.05
(23,66):8.83235294118
(24,49):1.05
(24,65):-8.83235294118
(27,50):2.86764705882
(27,66):-4.93235294118
(28,49):-2.86764705882
(28,65):4.93235294118
(29,60):-1.06764705882
(29,64):-4.24411764706
(30,59):1.06764705882
(30,63):4.24411764706
(31,58):-3.08823529412
(32,57):3.08823529412
(35,58):5.85882352941
(36,57):-5.85882352941
