(0,10):0.00892307692308
(0,46):-0.0530579677565
(0,73):6.65930111971e-05
(0,75):0.00261995932624
(0,81):8.61269611483e-05
(0,83):0.00128429378737
(0,89):-0.000275638628512
(0,91):-0.00177196261186
(0,97):-9.18795428374e-05
(0,99):-0.000590654203955
(2,42):-0.823146332113
(2,48):5.27657905201
(3,41):0.823146332113
(3,47):-5.27657905201
(5,39):-0.443232640369
(5,45):2.21616320184
(6,38):0.443232640369
(6,44):-2.21616320184
(8,42):0.738721067281
(8,48):1.3699917975
(9,41):-0.738721067281
(9,47):-1.3699917975
(11,39):-1.0553158104
(11,45):0.241763258383
(12,38):1.0553158104
(12,44):-0.241763258383
(13,52):-1.64629266423
(13,56):10.553158104
(14,51):1.64629266423
(14,55):-10.553158104
(15,50):-0.886465280737
(15,54):4.43232640369
(16,49):0.886465280737
(16,53):-4.43232640369
(17,52):1.47744213456
(17,56):2.73998359501
(18,51):-1.47744213456
(18,55):-2.73998359501
(19,50):-2.1106316208
(19,54):0.483526516766
(20,49):2.1106316208
(20,53):-0.483526516766
(21,60):-2.46943899634
(21,64):15.829737156
(22,59):2.46943899634
(22,63):-15.829737156
(23,58):-1.32969792111
(23,62):6.64848960553
(24,57):1.32969792111
(24,61):-6.64848960553
(25,60):2.21616320184
(25,64):4.10997539251
(26,59):-2.21616320184
(26,63):-4.10997539251
(27,58):-3.1659474312
(27,62):0.725289775149
(28,57):3.1659474312
(28,61):-0.725289775149
(29,68):-3.29258532845
(29,72):21.106316208
(30,67):3.29258532845
(30,71):-21.106316208
(31,66):-1.77293056147
(31,70):8.86465280737
(32,65):1.77293056147
(32,69):-8.86465280737
(33,68):2.95488426912
(33,72):5.47996719001
(34,67):-2.95488426912
(34,71):-5.47996719001
(35,66):-4.22126324161
(35,70):0.967053033532
(36,65):4.22126324161
(36,69):-0.967053033532
