(0,1):1.27676497018e-07
(0,5):-4.43165421807e-07
(0,7):-6.89453083897e-07
(0,15):-1.84356815472e-07
(0,23):-1.47384157424e-07
(0,31):-1.35059938075e-07
(0,37):-1.27676497018e-07
(0,41):4.43165421807e-07
(0,43):6.89453083897e-07
(0,51):1.84356815472e-07
(0,59):1.47384157424e-07
(0,67):1.35059938075e-07
(0,74):-1.45521268835e-06
(0,78):-2.49312940023e-05
(0,86):-9.97251760093e-06
(73,77):-0.000297563940912
(73,79):0.000569412479523
(75,77):-0.00185518259457
(76,78):-0.00363689261114
(77,81):-0.000826566502533
(77,83):0.00190661339918
(78,84):0.00174130009867
(79,81):-0.00213437839098
(80,82):-0.00432018758657
(81,85):-0.00162007034496
(81,87):0.00350831559964
(82,88):0.00374710147815
(83,85):-0.00214907290659
(84,86):-0.00473898128119
