(0,23):-0.0145
(0,24):0.0463640611703
(0,59):0.0145
(0,74):-9.92433032476e-05
(0,82):-0.000766605424629
(1,24):-4.14331130571
(1,28):1.79479844579
(2,14):0.208762886598
(2,18):2.28092783505
(2,30):5.21907216495
(2,34):1.2912371134
(3,13):0.208762886598
(3,17):2.28092783505
(3,29):-5.21907216495
(3,33):-1.2912371134
(4,22):-6.14813935687
(4,26):-6.42817883068
(5,20):4.63917525773
(5,36):5.65979381443
(6,19):4.63917525773
(6,35):-5.65979381443
(7,24):-5.82354814858
(7,28):-9.71227811447
(8,14):0.270618556701
(8,30):-8.76030927835
(9,13):0.270618556701
(9,29):8.76030927835
(10,22):1.06924162728
(10,26):-6.29664513843
(11,16):1.62371134021
(11,32):-9.4175257732
(12,15):1.62371134021
(12,31):9.4175257732
(37,60):-4.14331130571
(37,64):1.79479844579
(38,50):0.208762886598
(38,54):2.28092783505
(38,66):5.21907216495
(38,70):1.2912371134
(39,49):0.208762886598
(39,53):2.28092783505
(39,65):-5.21907216495
(39,69):-1.2912371134
(40,58):-6.14813935687
(40,62):-6.42817883068
(41,56):4.63917525773
(41,72):5.65979381443
(42,55):4.63917525773
(42,71):-5.65979381443
(43,60):-5.82354814858
(43,64):-9.71227811447
(44,50):0.270618556701
(44,66):-8.76030927835
(45,49):0.270618556701
(45,65):8.76030927835
(46,58):1.06924162728
(46,62):-6.29664513843
(47,52):1.62371134021
(47,68):-9.4175257732
(48,51):1.62371134021
(48,67):9.4175257732
