(0,12):0.00936725663717
(0,47):-0.0132664127833
(0,48):-0.0546064482006
(0,80):-0.00936725663717
(0,96):0.00331956367212
(1,41):-0.222176664862
(1,47):1.32334734809
(2,40):0.313232675052
(2,46):-4.41925169453
(2,53):-3.28539823009
(3,54):-3.28539823009
(4,38):-0.269525790161
(4,44):1.17280141124
(5,37):0.069202567744
(5,43):-1.30027982551
(5,51):-2.66814159292
(6,52):-2.66814159292
(7,41):0.739374802739
(7,47):1.07081867983
(8,40):-0.186968340922
(8,46):-1.09399657333
(8,49):-1.62610619469
(9,50):-1.62610619469
(10,38):-0.534195259778
(10,44):0.389388610847
(11,37):0.352083239399
(11,43):-0.041720208305
(13,44):2.0907079646
(13,61):-6.9889380531
(14,45):2.0907079646
(14,62):-6.9889380531
(15,41):0.517699115044
(15,59):-5.64159292035
(16,42):0.517699115044
(16,60):-5.64159292035
(17,38):-0.630530973451
(17,57):-3.86946902655
(18,39):-0.630530973451
(18,58):-3.86946902655
(21,53):1.97123893805
(21,69):-11.6482300885
(22,54):1.97123893805
(22,70):-11.6482300885
(23,51):-0.33185840708
(23,67):-9.57079646018
(24,52):-0.33185840708
(24,68):-9.57079646018
(25,49):-2.21017699115
(25,65):-7.0685840708
(26,50):-2.21017699115
(26,66):-7.0685840708
(29,61):0.896017699115
(30,62):0.896017699115
(31,59):-2.13716814159
(32,60):-2.13716814159
(33,57):-4.74557522124
(34,58):-4.74557522124
