(0,23):-0.0463640611703
(0,24):-0.0145
(0,60):0.0145
(1,23):4.14331130571
(1,27):-1.79479844579
(2,13):-0.208762886598
(2,17):-2.28092783505
(2,29):-5.21907216495
(2,33):-1.2912371134
(3,14):0.208762886598
(3,18):2.28092783505
(3,30):-5.21907216495
(3,34):-1.2912371134
(4,21):6.14813935687
(4,25):6.42817883068
(5,19):-4.63917525773
(5,35):-5.65979381443
(6,20):4.63917525773
(6,36):-5.65979381443
(7,23):5.82354814858
(7,27):9.71227811447
(8,13):-0.270618556701
(8,29):8.76030927835
(9,14):0.270618556701
(9,30):8.76030927835
(10,21):-1.06924162728
(10,25):6.29664513843
(11,15):-1.62371134021
(11,31):9.4175257732
(12,16):1.62371134021
(12,32):9.4175257732
(37,59):4.14331130571
(37,63):-1.79479844579
(38,49):-0.208762886598
(38,53):-2.28092783505
(38,65):-5.21907216495
(38,69):-1.2912371134
(39,50):0.208762886598
(39,54):2.28092783505
(39,66):-5.21907216495
(39,70):-1.2912371134
(40,57):6.14813935687
(40,61):6.42817883068
(41,55):-4.63917525773
(41,71):-5.65979381443
(42,56):4.63917525773
(42,72):-5.65979381443
(43,59):5.82354814858
(43,63):9.71227811447
(44,49):-0.270618556701
(44,65):8.76030927835
(45,50):0.270618556701
(45,66):8.76030927835
(46,57):-1.06924162728
(46,61):6.29664513843
(47,51):-1.62371134021
(47,67):9.4175257732
(48,52):1.62371134021
(48,68):9.4175257732
