(0,38):-0.000284059427017
(0,40):-0.000255743332525
(0,46):-5.11486665049e-05
(0,49):-5.68118854033e-05
(0,57):-2.43479508871e-05
(0,65):-1.35266393817e-05
(0,89):-0.000376180737067
(74,93):1.125
(74,95):-0.375
(75,94):1.5
(75,96):-0.75
(76,95):1.875
(77,90):-1.125
(77,98):0.375
(78,91):-1.5
(78,97):1.5
(79,90):0.375
(79,92):-1.875
(79,98):1.875
(79,100):-0.375
(80,91):0.75
(80,99):2.25
(81,94):-1.5
(81,102):0.75
(82,93):-0.375
(82,95):-1.875
(82,101):1.875
(82,103):0.375
(83,96):-2.25
(83,102):2.25
(84,95):0.375
(84,103):2.625
(85,98):-1.875
(86,97):-0.75
(86,99):-2.25
(87,98):-0.375
(87,100):-2.625
