(0,5):-0.0145
(0,6):0.0599641857803
(0,41):0.0145
(0,74):-0.00449241352701
(0,82):0.0160619168568
(1,6):-1.21002510821
(1,12):1.13594193832
(2,14):2.43
(2,18):-1.77
(3,4):0.345721459488
(3,10):-3.35843703502
(3,13):-2.43
(3,17):1.77
(4,9):-2.38712436313
(6,7):1.35819144799
(7,12):-4.26389800035
(8,14):0.75
(9,10):2.91942565789
(9,13):-0.75
(11,16):3.78
(12,15):-3.78
(13,22):6.75
(13,26):-6.93
(14,21):-6.75
(14,25):6.93
(15,28):-5.58
(16,27):5.58
(17,22):-2.73
(18,21):2.73
(19,24):0.72
(20,23):-0.72
(21,30):13.23
(21,34):-14.25
(22,29):-13.23
(22,33):14.25
(23,36):-13.32
(24,35):13.32
(25,30):-8.37
(26,29):8.37
(27,32):-4.5
(28,31):4.5
(37,42):-1.21002510821
(37,48):1.13594193832
(38,50):2.43
(38,54):-1.77
(39,40):0.345721459488
(39,46):-3.35843703502
(39,49):-2.43
(39,53):1.77
(40,45):-2.38712436313
(42,43):1.35819144799
(43,48):-4.26389800035
(44,50):0.75
(45,46):2.91942565789
(45,49):-0.75
(47,52):3.78
(48,51):-3.78
(49,58):6.75
(49,62):-6.93
(50,57):-6.75
(50,61):6.93
(51,64):-5.58
(52,63):5.58
(53,58):-2.73
(54,57):2.73
(55,60):0.72
(56,59):-0.72
(57,66):13.23
(57,70):-14.25
(58,65):-13.23
(58,69):14.25
(59,72):-13.32
(60,71):13.32
(61,66):-8.37
(62,65):8.37
(63,68):-4.5
(64,67):4.5
