(0,7):0.00686842105263
(0,43):-0.045895113772
(0,74):0.00159654991897
(0,76):-0.00827956415907
(0,82):0.00105707643037
(0,84):-0.00350970203976
(0,90):-0.00226313821305
(0,92):0.00323305459007
(0,98):-0.000754379404349
(0,100):0.00107768486336
(2,39):-0.568620821526
(2,45):3.94785313231
(3,38):0.568620821526
(3,44):-3.94785313231
(5,42):1.62463091864
(5,48):3.33590881962
(6,41):-1.62463091864
(6,47):-3.33590881962
(8,39):0.438650348034
(8,45):0.947701369209
(9,38):-0.438650348034
(9,44):-0.947701369209
(11,42):-0.303264438147
(11,48):0.82708483131
(12,41):0.303264438147
(12,47):-0.82708483131
(13,50):-1.13724164305
(13,54):7.89570626461
(14,49):1.13724164305
(14,53):-7.89570626461
(15,52):3.24926183729
(15,56):6.67181763923
(16,51):-3.24926183729
(16,55):-6.67181763923
(17,50):0.877300696068
(17,54):1.89540273842
(18,49):-0.877300696068
(18,53):-1.89540273842
(19,52):-0.606528876294
(19,56):1.65416966262
(20,51):0.606528876294
(20,55):-1.65416966262
(21,58):-1.70586246458
(21,62):11.8435593969
(22,57):1.70586246458
(22,61):-11.8435593969
(23,60):4.87389275593
(23,64):10.0077264589
(24,59):-4.87389275593
(24,63):-10.0077264589
(25,58):1.3159510441
(25,62):2.84310410763
(26,57):-1.3159510441
(26,61):-2.84310410763
(27,60):-0.909793314441
(27,64):2.48125449393
(28,59):0.909793314441
(28,63):-2.48125449393
(29,66):-2.2744832861
(29,70):15.7914125292
(30,65):2.2744832861
(30,69):-15.7914125292
(31,68):6.49852367458
(31,72):13.3436352785
(32,67):-6.49852367458
(32,71):-13.3436352785
(33,66):1.75460139214
(33,70):3.79080547684
(34,65):-1.75460139214
(34,69):-3.79080547684
(35,68):-1.21305775259
(35,72):3.30833932524
(36,67):1.21305775259
(36,71):-3.30833932524
