(0,17):-0.0416417956808
(0,18):-0.0145
(0,54):0.0145
(0,87):0.0145
(1,13):-0.3601265203
(1,17):2.62377893361
(2,5):0.125
(2,11):-3.125
(2,23):-4.375
(2,27):1.375
(3,6):-0.125
(3,12):3.125
(3,24):-4.375
(3,28):1.375
(4,15):2.05786583028
(4,19):4.48157447484
(5,21):-4.375
(6,22):-4.375
(7,13):0.463019811814
(7,17):1.8006326015
(10,15):-1.28044984995
(10,19):2.09528157265
(11,21):1.375
(12,22):1.375
(13,31):-10.0
(13,35):7.0
(14,32):-10.0
(14,36):7.0
(15,29):-10.0
(16,30):-10.0
(19,29):7.0
(20,30):7.0
(37,49):-0.3601265203
(37,53):2.62377893361
(38,41):0.125
(38,47):-3.125
(38,59):-4.375
(38,63):1.375
(39,42):-0.125
(39,48):3.125
(39,60):-4.375
(39,64):1.375
(40,51):2.05786583028
(40,55):4.48157447484
(41,57):-4.375
(42,58):-4.375
(43,49):0.463019811814
(43,53):1.8006326015
(46,51):-1.28044984995
(46,55):2.09528157265
(47,57):1.375
(48,58):1.375
(49,67):-10.0
(49,71):7.0
(50,68):-10.0
(50,72):7.0
(51,65):-10.0
(52,66):-10.0
(55,65):7.0
(56,66):7.0
